10 8 5
0.5 0 5
404 667 34 29

Coordinates
631 128 86 147
632 134 128 169
633 128 147 170
634 136 168 171
635 171 168 207
636 207 241 201
637 297 283 293
638 75 86 67
639 67 86 64
640 75 67 60
641 37 41 35
642 331 330 312
643 67 64 53
644 40 39 46
645 170 169 128
646 293 302 312
647 81 64 86
648 147 171 170
649 170 171 201
650 44 40 46
651 60 67 53
652 75 60 77
653 273 293 283
654 249 201 241
655 39 35 42
656 46 50 44
657 53 46 60
658 309 297 293
659 312 309 293
660 42 35 41
661 39 42 46
662 46 42 47
663 57 77 60
664 57 60 47
665 41 47 42
666 201 171 207
667 60 46 47
EndElements

Dirichlet
1
2
4
5
6
7
11
14
18
19
23
27
29
31
34
37
38
41
43
45
47
48
51
55
57
59
63
69
70
77
78
84
111
142
EndDirichlet

Neumann
319
328
333
334
336
338
339
342
343
347
356
361
364
368
374
375
380
385
392
393
395
397
398
399
400
401
402
403
404
EndNeumann
