10 8 5
0.5 0 5
404 667 34 29

Coordinates
1   -2.126e+05       -42635
2  -2.0929e+05       -47050
3  -2.0636e+05       -41404
4  -2.1122e+05       -36290
5  -2.0377e+05       -50636
6  -2.0736e+05       -28564
7  -1.9825e+05       -52844
8  -1.9555e+05       -47188
9  -1.9608e+05       -29483
10  -1.9172e+05       -39045
11  -1.9632e+05       -56982
12  -1.9299e+05       -52908
13  -1.8805e+05       -47259
14  -1.9963e+05       -20839
15  -1.8914e+05       -57013
16  -1.8549e+05       -52748
17  -1.8964e+05       -22707
18  -1.9412e+05       -17804
19  -1.8915e+05       -63328
20   -1.801e+05       -30828
21  -1.7788e+05       -45856
22  -1.8173e+05       -59097
23   -1.886e+05       -16149
24  -1.8203e+05       -20552
25  -1.7139e+05       -31650
26  -1.7536e+05       -21509
27  -1.7839e+05       -14494
28  -1.6568e+05       -46236
29  -1.7563e+05       -72984
30  -1.6791e+05       -61309
31  -1.7177e+05       -14769
32  -1.6628e+05       -22026
33  -1.5835e+05       -32399
34  -1.6321e+05      -8147.8
35  -1.5006e+05       -56245
36  -1.5101e+05       -18564
37  -1.5604e+05       -80434
38  -1.4859e+05      -1250.3
39   -1.356e+05       -35869
40  -1.3289e+05       -12269
41   -1.348e+05       -86228
42  -1.2253e+05       -55117
43  -1.3121e+05       4543.6
44  -1.1061e+05      -2591.2
45  -1.1576e+05         8958
46       -98773       -40618
47  -1.0417e+05       -90642
48  -1.0196e+05        10889
49       -94737      -455.21
50       -88149       -17299
51       -90376        12269
52       -84296       372.38
53       -76760       -27499
54       -72434       -10179
55       -78788        12545
56       -70833         2734
57       -69408       -92298
58       -63205       -15882
59       -69132        12545
60       -60060       -66276
61       -61602      -2969.1
62       -60489       6010.7
63       -59751        12269
64       -49932       -24086
65       -52372      -8673.7
66       -54069       2043.4
67       -47197       -45912
68       -55241       9498.9
69       -55889        14752
70       -50095        16683
71       -46190        11504
72       -49819        23857
73       -51198        27167
74       -41226       3572.6
75       -36096       -63850
76       -48991        28271
77       -40990       -91194
78       -44577        17787
79       -45129        21374
80       -44577        27995
81       -33423      -7024.5
82       -38009        12359
83       -40162        19994
84       -38783        18614
85       -40682        24344
86       -26153       -44434
87       -40162        28547
88       -37212        22368
89       -35472        19994
90       -34177        16240
91       -31081       5925.6
92       -32567        11986
93       -27069       -75861
94       -39059        31030
95       -36852        25788
96       -40990        36272
97       -35196        27167
98       -31945        18794
99       -32989        22477
100       -32289        20919
101       -30393        15981
102       -28798        12194
103       -21490       -60331
104       -40162        43170
105       -31012        22312
106       -30461        20872
107       -31388        25593
108       -28881        18759
109       -30230        23305
110       -29678        22201
111       -24160       -89538
112       -30583        27049
113       -26609        15722
114       -28381        21575
115       -29542        24852
116       -28808        23326
117       -33144        35134
118       -18360       -71452
119       -30018        30151
120       -23342        11355
121       -27514        24888
122       -26782        23424
123       -27986        27025
124       -25673        20870
125       -18316       -80182
126       -22519        18392
127       -24778        25341
128       -14535       -14307
129       -25480        29867
130       -27139        34606
131       -15865       -84677
132       -22114        22631
133       -29566        41417
134       -17085       5775.1
135       -33817        50619
136       -11059       -51264
137       -18312        14068
138       -10960       -65084
139       -12931       -81162
140       -20728        26658
141       -18236        20640
142       -12848       -87883
143       -10307       -74824
144       -11232       -85081
145       -12020       -90090
146       -21137        34048
147      -6456.1       -33950
148       -22533        39733
149      -8934.1       -81044
150       -10142       -88127
151       -11494        16478
152      -7338.1       -85594
153       -14250        25615
154      -8157.9       -91470
155       -26367        55309
156      -3384.9       -81528
157       -19926        48528
158       -14896        40067
159      -2177.9       -86312
160       1364.3       -73179
161      -5326.2        23322
162       -18642        57792
163      -1389.5        13572
164      -7435.2        33623
165       4595.1       -82225
166       3429.9       -90918
167      -8074.7        42541
168       8194.1       -61171
169       4883.7       4106.5
170       8924.3       -18530
171        10543       -41218
172      -9845.2        51627
173       -12020        58344
174       6348.6        16435
175        12840       -74180
176      -4199.9        50948
177      -5950.7        57516
178       2718.2        47359
179        17583      -3870.2
180        15183        11038
181      -156.81        56413
182         7057        40386
183        11536        30086
184        19432       -89538
185        16202        19609
186       6464.8        53102
187        24454       -11549
188         9521        48220
189        26287       -75446
190        13645        41118
191        23742       6451.5
192        22339        15864
193        11431        53654
194        23930        21953
195        28955        20.65
196        22518        29743
197        16347        48873
198        27029        18432
199        28635        13569
200        31020       -87607
201        34814       -22241
202        27815        22163
203        23514        38307
204        29920        17219
205        27678        25907
206        32093       8061.3
207        36713       -63926
208        30579        20047
209        31750        15755
210        36160        -7414
211        33569        13201
212        31222        22878
213        32495        18561
214        32951        20546
215        30062        31235
216        37093       2896.2
217        38745       -79330
218        34365        17018
219        32142        26950
220        34331        19442
221        21915        57516
222        37754        10275
223        34696        24608
224        37598        15404
225        27890        48040
226        37201        18180
227        36311        29466
228        39021        21649
229        40641        18996
230        42056        14752
231        40125        24684
232        44677       7955.7
233        48363       -69877
234        37478        38518
235        48482      -9482.6
236        42608        24408
237        31572        58620
238        45924        20203
239        43362        30803
240        50863       1975.2
241        55795       -54331
242        39488        51255
243        52264        10062
244        39297        57516
245        48954        28823
246        50333        26064
247        53368        17787
248        57506       -80986
249        59770       -17817
250        46672        45209
251        58726        -3825
252        44263        55309
253        58058       5923.1
254        52540        34617
255        62748       -70097
256        56679        27167
257        54747        42618
258        51988        50895
259        61369        23029
260        67991       -80986
261        63852        27167
262        73250       -55514
263        71577       6750.8
264        75998       -29804
265        74498      -9683.9
266        72405       -96712
267        76169       -71503
268        72957       -99471
269        74949       -97576
270        77371       -94229
271        79854       -81262
272        77065       -99892
273        83741       -44686
274        81234       -87331
275        80958       -91746
276        85047       -62662
277        81743       -96712
278        85938       -75160
279        86152       -83774
280        83717  -1.0058e+05
281        85680       -89825
282        87304       9233.9
283        91721       -16478
284        89688       -95089
285        93183       -78623
286        92502       -87312
287        94784       -68410
288        98064  -1.0168e+05
289        99995        10889
290   1.0329e+05       -71215
291   1.0231e+05       -83710
292   1.0262e+05       -92223
293   1.0646e+05       -54390
294   1.0575e+05      -499.39
295   1.0717e+05  -1.0168e+05
296   1.0717e+05        17787
297   1.1298e+05       -16341
298   1.1204e+05        10601
299   1.1605e+05       -85911
300   1.1462e+05        18890
301   1.1639e+05       -94463
302   1.2281e+05       -70943
303   1.2293e+05      -508.69
304   1.2367e+05        10415
305   1.2713e+05       -91927
306   1.2896e+05  -1.0058e+05
307   1.3306e+05       -81411
308   1.2979e+05        18890
309     1.36e+05       -27373
310   1.3743e+05       -69984
311   1.3503e+05       -95884
312   1.4008e+05       -53521
313   1.3991e+05       -10789
314      1.4e+05       -88987
315   1.4331e+05       -80710
316   1.4324e+05       3560.7
317   1.4697e+05       -68706
318   1.4524e+05        16959
319   1.5407e+05       -79054
320   1.5347e+05          500
321    1.556e+05       -24544
322   1.5336e+05       6953.3
323     1.56e+05        15304
324   1.5941e+05       -11452
325   1.5881e+05       8074.6
326   1.6059e+05      -2650.2
327    1.605e+05       3842.3
328   1.6235e+05       -77951
329   1.6438e+05       -69657
330   1.6602e+05       -40186
331   1.6683e+05       -57743
332   1.6535e+05      -4846.1
333   1.6428e+05       -90918
334   1.6483e+05       -88987
335   1.6546e+05       1646.1
336   1.6538e+05         6199
337   1.6835e+05       -19708
338   1.6676e+05       -85952
339   1.6698e+05       -91566
340   1.6834e+05       -81422
341   1.6962e+05       -76395
342   1.6842e+05       -88435
343   1.6897e+05       4543.6
344   1.7017e+05       -85475
345   1.7087e+05      -1018.2
346   1.7236e+05      -8219.2
347   1.7118e+05       -92573
348   1.7281e+05       -81339
349   1.7427e+05       -67365
350   1.7276e+05       -88179
351   1.7597e+05       -85198
352   1.8031e+05       -51913
353   1.7806e+05       -89213
354   1.7924e+05       -79431
355   1.8375e+05       -68144
356   1.8221e+05       1784.6
357   1.8494e+05       -33685
358   1.8399e+05       -12893
359   1.8308e+05       -86885
360   1.8935e+05       -78935
361   1.8856e+05       -93125
362   1.9156e+05       -23374
363   1.9339e+05       -45795
364   1.9435e+05      -2353.9
365   1.9832e+05       -67436
366   1.9932e+05       -54244
367   1.9963e+05       -35179
368   2.0373e+05      -8147.8
369    2.055e+05       -43598
370   2.0535e+05       -27164
371   2.0791e+05       -80093
372   2.0984e+05       -36228
373   2.1142e+05       -51987
374   2.1146e+05       -14769
375    2.098e+05       -92298
376   2.1506e+05       -43222
377   2.1546e+05       -30768
378    2.162e+05       -36304
379   2.1855e+05       -33396
380   2.1836e+05       -22771
381   2.1912e+05       -39846
382   2.1975e+05       -31217
383   2.2014e+05       -28298
384   2.2029e+05       -60826
385   2.1863e+05       -86228
386   2.2083e+05       -35993
387    2.212e+05       -43845
388   2.2201e+05       -33361
389   2.2216e+05       -50744
390   2.2279e+05       -40191
391    2.231e+05       -30693
392    2.236e+05       -35186
393   2.2443e+05       -33255
394   2.2465e+05       -26854
395    2.247e+05       -75192
396   2.2719e+05       -30414
397   2.2746e+05       -64707
398   2.2801e+05       -46498
399   2.2912e+05       -55603
400   2.2939e+05       -26357
401   2.3436e+05       -34910
402   2.3988e+05       -28840
403   2.4291e+05       -33807
404   2.4926e+05       -29392
EndCoordinates

Elements
1 109 110 116
2 110 105 106
3 116 110 114
4 109 116 115
5 106 105 100
6 110 106 114
7 116 114 122
8 115 116 121
9 109 115 107
10 220 214 213
11 100 105 99
12 100 99 89
13 106 100 98
14 334 333 339
15 122 114 124
16 121 116 122
17 121 122 127
18 107 115 112
19 115 121 123
20 109 107 97
21 213 214 208
22 220 213 218
23 392 393 388
24 98 100 89
25 106 98 108
26 142 145 150
27 208 214 212
28 218 213 209
29 388 393 391
30 213 208 204
31 220 218 226
32 392 388 386
33 124 114 108
34 112 115 123
35 112 123 119
36 123 121 127
37 122 124 127
38 107 112 97
39 76 73 72
40 114 106 108
41 108 98 101
42 150 145 154
43 142 150 144
44 266 268 269
45 391 393 396
46 388 391 382
47 386 388 379
48 392 386 390
49 212 214 223
50 209 213 204
51 209 204 199
52 204 208 198
53 226 218 224
54 208 212 202
55 218 209 211
56 220 226 228
57 338 342 344
58 101 98 90
59 108 101 113
60 144 150 152
61 142 144 131
62 269 268 272
63 269 272 270
64 266 269 270
65 334 339 342
66 119 123 129
67 112 119 97
68 344 342 350
69 338 344 340
70 342 339 347
71 396 393 401
72 382 391 383
73 379 388 382
74 379 382 377
75 390 386 381
76 391 396 394
77 386 379 378
78 392 390 398
79 223 214 231
80 224 218 211
81 224 211 222
82 211 209 199
83 198 208 202
84 198 202 194
85 202 212 205
86 212 223 219
87 226 224 229
88 204 198 199
89 89 84 90
90 89 99 88
91 88 99 95
92 88 95 85
93 89 88 83
94 90 98 89
95 101 90 92
96 113 101 102
97 108 113 124
98 152 150 154
99 144 152 149
100 131 144 139
101 142 131 111
102 343 336 335
103 228 226 229
104 344 350 351
105 338 340 328
106 350 342 347
107 350 347 353
108 340 344 348
109 383 391 394
110 383 394 380
111 381 386 378
112 381 378 376
113 394 396 400
114 378 379 377
115 382 383 377
116 390 381 387
117 129 123 127
118 119 129 130
119 127 124 132
120 132 124 126
121 127 132 140
122 205 212 219
123 205 219 215
124 202 205 194
125 219 223 227
126 126 124 113
127 132 126 141
128 140 132 141
129 127 140 129
130 229 224 230
131 229 230 238
132 228 229 236
133 95 87 85
134 88 85 83
135 83 85 79
136 275 270 277
137 87 80 85
138 80 76 72
139 274 275 281
140 92 90 82
141 101 92 102
142 102 92 91
143 113 102 120
144 7 11 12
145 335 336 327
146 343 335 345
147 69 63 68
148 149 152 156
149 144 149 139
150 139 149 143
151 131 139 125
152 394 400 380
153 222 211 206
154 224 222 230
155 198 194 192
156 259 261 256
157 126 113 120
158 351 350 353
159 344 351 348
160 348 351 354
161 340 348 341
162 387 381 376
163 390 387 398
164 193 186 188
165 227 223 231
166 227 231 239
167 219 227 215
168 130 129 146
169 119 130 117
170 400 396 401
171 141 126 137
172 277 270 272
173 275 277 281
174 383 380 377
175 79 85 80
176 274 281 279
177 90 84 82
178 12 11 15
179 7 12 8
180 72 79 80
181 68 63 62
182 69 68 70
183 327 336 325
184 335 327 326
185 345 335 332
186 343 345 356
187 252 244 242
188 92 82 91
189 120 102 91
190 94 97 117
191 1 2 3
192 156 152 159
193 149 156 143
194 125 139 143
195 131 125 111
196 96 94 117
197 78 70 71
198 277 272 280
199 277 280 284
200 376 378 372
201 353 347 361
202 238 230 247
203 229 238 236
204 205 215 196
205 129 140 146
206 23 18 17
207 188 186 178
208 193 188 197
209 84 78 82
210 341 348 354
211 340 341 328
212 181 177 176
213 5 7 8
214 206 211 199
215 222 206 216
216 192 194 185
217 198 192 199
218 117 130 133
219 137 126 120
220 137 120 134
221 130 146 148
222 119 117 97
223 141 137 151
224 279 281 286
225 274 279 271
226 177 173 172
227 152 154 159
228 259 256 247
229 15 11 19
230 15 19 22
231 8 12 13
232 242 244 237
233 12 15 16
234 252 242 250
235 18 14 17
236 62 63 59
237 68 62 66
238 3 2 5
239 1 3 4
240 398 387 389
241 230 222 232
242 256 246 247
243 238 247 246
244 71 70 68
245 78 71 82
246 327 325 322
247 335 326 332
248 332 326 324
249 345 332 346
250 325 336 323
251 326 327 320
252 206 199 191
253 199 192 191
254 173 162 172
255 31 27 26
256 23 17 24
257 325 323 322
258 156 159 165
259 354 351 359
260 176 177 172
261 176 172 167
262 181 176 178
263 271 279 278
264 245 254 239
265 245 239 231
266 178 186 181
267 188 178 182
268 197 188 190
269 193 197 221
270 104 96 117
271 227 239 234
272 4 3 6
273 372 378 377
274 376 372 369
275 253 243 240
276 196 215 203
277 205 196 194
278 216 206 195
279 222 216 232
280 185 194 196
281 192 185 180
282 140 141 153
283 153 141 151
284 140 153 146
285 133 130 148
286 133 157 155
287 148 146 158
288 151 137 134
289 389 387 376
290 117 133 104
291 398 389 399
292 286 281 284
293 284 281 277
294 279 286 285
295 230 232 243
296 328 341 329
297 250 242 234
298 252 250 258
299 258 250 257
300 13 12 16
301 13 16 21
302 8 13 10
303 16 15 22
304 16 22 21
305 300 296 298
306 66 62 61
307 68 66 71
308 26 27 24
309 24 27 23
310 26 24 20
311 31 26 32
312 306 311 305
313 403 404 402
314 403 402 401
315 346 332 324
316 320 327 322
317 320 322 316
318 345 346 356
319 326 320 324
320 178 176 167
321 372 377 370
322 246 236 238
323 24 17 20
324 243 232 240
325 159 154 166
326 159 166 165
327 156 165 160
328 162 155 157
329 351 353 359
330 284 280 288
331 401 402 400
332 182 178 167
333 190 188 182
334 190 182 183
335 197 190 203
336 253 240 251
337 82 71 74
338 286 284 288
339 319 328 329
340 254 257 250
341 377 380 370
342 134 120 91
343 354 359 360
344 359 353 361
345 359 361 360
346 399 389 384
347 311 314 305
348 206 191 195
349 195 191 179
350 22 19 29
351 329 341 349
352 369 372 367
353 376 369 373
354 234 254 250
355 227 234 215
356 278 279 285
357 278 285 287
358 271 278 267
359 240 232 216
360 203 215 234
361 196 203 183
362 216 195 210
363 180 185 174
364 192 180 191
365 158 146 153
366 148 158 157
367 148 157 133
368 298 296 289
369 300 298 304
370 285 286 291
371 155 135 133
372 322 323 318
373 165 166 184
374 306 305 301
375 314 315 307
376 5 8 3
377 10 13 21
378 8 10 3
379 61 62 56
380 66 61 65
381 288 295 292
382 32 26 25
383 31 32 34
384 397 399 384
385 397 384 395
386 167 172 157
387 162 157 172
388 74 71 66
389 82 74 91
390 153 151 161
391 161 151 163
392 153 161 164
393 143 156 160
394 125 143 118
395 118 143 138
396 125 118 93
397 160 165 175
398 59 55 56
399 237 221 225
400 191 180 179
401 138 143 160
402 118 138 103
403 93 118 103
404 125 93 111
405 251 240 235
406 253 251 263
407 135 104 133
408 157 158 167
409 167 158 164
410 167 164 182
411 341 354 349
412 239 254 234
413 59 56 62
414 164 158 153
415 372 370 367
416 367 370 362
417 354 360 355
418 17 14 9
419 9 14 6
420 17 9 20
421 329 349 331
422 384 389 373
423 203 190 183
424 369 367 363
425 376 373 389
426 373 369 366
427 221 197 225
428 307 315 310
429 314 307 305
430 304 298 303
431 300 304 308
432 308 304 316
433 210 195 187
434 216 210 240
435 174 185 183
436 180 174 169
437 267 278 276
438 271 267 260
439 91 74 81
440 26 20 25
441 25 20 21
442 291 286 292
443 291 292 299
444 285 291 290
445 248 260 255
446 292 295 301
447 288 292 286
448 163 151 134
449 161 163 174
450 174 163 169
451 164 161 183
452 301 305 299
453 306 301 295
454 380 374 370
455 316 322 318
456 320 316 313
457 375 385 371
458 242 237 225
459 61 56 54
460 65 61 58
461 66 65 74
462 315 319 317
463 32 25 33
464 196 183 185
465 368 364 362
466 183 182 164
467 200 217 189
468 9 6 3
469 169 163 134
470 175 165 184
471 160 175 168
472 55 51 52
473 103 138 136
474 225 197 203
475 225 203 234
476 51 48 49
477 235 240 210
478 251 235 249
479 368 362 370
480 368 370 374
481 184 200 189
482 195 179 187
483 187 179 170
484 298 289 294
485 242 225 234
486 305 307 299
487 287 285 290
488 287 290 293
489 278 287 276
490 276 287 293
491 255 260 267
492 248 255 233
493 355 360 365
494 354 355 349
495 349 355 352
496 331 349 352
497 329 331 317
498 310 315 317
499 310 317 312
500 307 310 302
501 363 367 357
502 369 363 366
503 366 363 352
504 373 366 365
505 371 385 395
506 375 371 361
507 303 298 294
508 304 303 316
509 210 187 201
510 180 169 179
511 235 210 201
512 384 373 365
513 267 276 262
514 290 291 299
515 317 319 329
516 56 55 52
517 301 299 292
518 364 356 358
519 289 282 294
520 303 294 297
521 54 56 52
522 61 54 58
523 58 54 53
524 65 58 64
525 189 217 207
526 33 25 28
527 32 33 36
528 81 74 65
529 91 81 134
530 365 366 352
531 346 324 337
532 337 324 321
533 346 337 358
534 346 358 356
535 324 320 313
536 313 316 303
537 52 51 49
538 52 49 50
539 49 48 44
540 161 174 183
541 316 318 308
542 255 267 262
543 321 324 313
544 337 321 330
545 21 22 28
546 21 28 25
547 168 189 207
548 160 168 138
549 136 138 168
550 103 136 86
551 48 45 44
552 44 45 43
553 111 93 77
554 249 235 201
555 251 249 265
556 360 361 371
557 34 32 36
558 367 362 357
559 357 362 337
560 233 255 241
561 248 233 217
562 217 233 207
563 207 233 241
564 352 363 357
565 365 360 371
566 355 365 352
567 331 352 330
568 302 310 312
569 307 302 299
570 3 10 9
571 9 10 20
572 20 10 21
573 201 187 170
574 364 358 362
575 362 358 337
576 395 384 371
577 179 169 170
578 262 276 273
579 22 29 30
580 30 29 37
581 22 30 28
582 255 262 241
583 28 30 35
584 189 168 175
585 189 175 184
586 241 264 249
587 64 58 53
588 65 64 81
589 33 28 35
590 36 33 39
591 282 263 265
592 54 52 50
593 365 371 384
594 49 44 50
595 34 36 38
596 330 321 312
597 337 330 357
598 93 103 75
599 75 103 86
600 93 75 77
601 86 136 147
602 299 302 290
603 263 251 265
604 312 317 331
605 265 249 264
606 293 290 302
607 54 50 53
608 53 50 46
609 297 294 283
610 303 297 313
611 38 36 40
612 273 276 293
613 262 273 264
614 264 273 283
615 357 330 352
616 43 38 40
617 43 40 44
618 321 313 309
619 35 30 37
620 39 33 35
621 36 39 40
622 147 136 171
623 86 128 81
624 309 313 297
625 321 309 312
626 264 241 262
627 265 264 283
628 265 283 282
629 294 282 283
630 134 81 128
